PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP_REG,MIN_REG,FGA_REG,FGM_REG,FG_PCT_REG,FG3A_REG,FG3M_REG,FG3_PCT_REG,FTA_REG,FTM_REG,FT_PCT_REG,PTS_REG,AST_REG,TOV_REG,REB_REG,OREB_REG,DREB_REG,PLUS_MINUS_REG,TS_PCT_REG,EFG_PCT_REG,GP_CLU,MIN_CLU,FGA_CLU,FGM_CLU,FG_PCT_CLU,FG3A_CLU,FG3M_CLU,FG3_PCT_CLU,FTA_CLU,FTM_CLU,FT_PCT_CLU,PTS_CLU,AST_CLU,TOV_CLU,REB_CLU,OREB_CLU,DREB_CLU,PLUS_MINUS_CLU,TS_PCT_CLU,EFG_PCT_CLU,GP_PO,MIN_PO,FGA_PO,FGM_PO,FG_PCT_PO,FG3A_PO,FG3M_PO,FG3_PCT_PO,FTA_PO,FTM_PO,FT_PCT_PO,PTS_PO,AST_PO,TOV_PO,REB_PO,OREB_PO,DREB_PO,PLUS_MINUS_PO,TS_PCT_PO,EFG_PCT_PO,CLUTCH_SCORE,SEASON
2544,LeBron James,1610612747,LAL,71,35.3,17.9,9.6,0.54,5.1,2.1,0.41,5.7,4.3,0.75,25.7,8.3,3.5,7.3,0.9,6.4,3.1,0.6296550372402979,0.5949720670391062,28.0,4.1,2.4,1.3,0.529,1.0,0.3,0.259,0.9,0.7,0.731,3.5,0.6,0.5,1.3,0.1,1.1,0.9,0.6258941344778255,0.6041666666666666,5.0,40.8,19.8,11.2,0.566,5.2,2.0,0.385,4.6,3.4,0.739,27.8,8.8,3.8,6.8,0.8,6.0,-2.2,0.6369134897360703,0.6161616161616161,0.6454384504623278,2023-24
101108,Chris Paul,1610612744,GSW,58,26.4,8.1,3.6,0.441,3.6,1.3,0.371,0.9,0.7,0.827,9.2,6.8,1.3,3.9,0.3,3.6,1.9,0.5414312617702447,0.5246913580246914,28.0,2.2,0.6,0.3,0.412,0.4,0.1,0.364,0.0,0.0,0.0,0.6,0.4,0.0,0.2,0.1,0.1,0.5,0.5,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,0.5212178279965746,2023-24
200768,Kyle Lowry,1610612755,PHI,60,28.2,6.3,2.7,0.432,4.2,1.6,0.392,1.3,1.1,0.84,8.1,4.2,1.4,3.2,0.6,2.7,0.0,0.5893480791618161,0.5555555555555556,25.0,3.0,0.8,0.4,0.429,0.4,0.2,0.364,0.2,0.1,0.5,1.0,0.3,0.1,0.3,0.0,0.3,-0.1,0.5630630630630631,0.625,6.0,29.2,5.3,1.8,0.344,4.0,1.3,0.333,2.5,2.0,0.8,7.0,4.0,0.7,3.5,1.0,2.5,2.8,0.546875,0.4622641509433963,0.5720482802443874,2023-24
200782,P.J. Tucker,1610612746,LAC,31,15.7,1.6,0.6,0.36,1.1,0.4,0.371,0.1,0.1,1.0,1.7,0.5,0.3,2.7,0.9,1.8,-0.8,0.5170316301703163,0.5,5.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8,0.4,-3.6,,,2.0,15.3,3.0,2.0,0.667,2.0,1.5,0.75,0.0,0.0,0.0,5.5,0.0,1.5,1.5,1.5,0.0,-12.0,0.9166666666666666,0.9166666666666666,0.5445052716950527,2023-24
201142,Kevin Durant,1610612756,PHX,75,37.2,19.1,10.0,0.523,5.4,2.2,0.413,5.6,4.8,0.856,27.1,5.0,3.3,6.6,0.5,6.1,3.9,0.6283620849564089,0.5811518324607329,39.0,3.5,2.2,0.8,0.357,0.8,0.3,0.303,0.9,0.7,0.853,2.5,0.3,0.2,0.8,0.1,0.7,-0.3,0.4815100154083205,0.4318181818181818,4.0,42.1,16.8,9.3,0.552,3.0,1.3,0.417,8.5,7.0,0.824,26.8,3.3,2.5,6.5,0.3,6.3,-17.8,0.6523855890944499,0.5922619047619048,0.6029414717827933,2023-24
201143,Al Horford,1610612738,BOS,65,26.8,6.4,3.3,0.511,4.0,1.7,0.419,0.5,0.4,0.867,8.6,2.6,0.7,6.4,1.3,5.1,6.5,0.6495468277945619,0.6484374999999999,21.0,3.4,0.7,0.3,0.429,0.4,0.2,0.5,0.2,0.1,0.75,0.9,0.1,0.1,0.8,0.3,0.5,2.5,0.5710659898477158,0.5714285714285715,19.0,30.3,7.3,3.5,0.478,5.0,1.8,0.368,0.6,0.4,0.636,9.2,2.1,0.6,7.0,1.8,5.2,7.4,0.6081438392384981,0.6027397260273973,0.6136225541992056,2023-24
201144,Mike Conley,1610612750,MIN,76,28.9,8.5,3.9,0.457,5.3,2.4,0.442,1.5,1.3,0.911,11.4,5.9,1.3,2.9,0.5,2.4,3.6,0.6222707423580787,0.6,30.0,3.7,1.0,0.4,0.414,0.6,0.2,0.316,0.2,0.2,0.833,1.2,0.4,0.1,0.4,0.1,0.4,-0.4,0.551470588235294,0.5,15.0,31.6,9.7,4.1,0.428,5.1,2.0,0.395,1.9,1.3,0.714,11.6,5.7,1.3,3.9,0.7,3.2,3.9,0.5504935459377372,0.5257731958762887,0.5745467986546153,2023-24
201145,Jeff Green,1610612745,HOU,78,16.8,4.7,2.1,0.456,2.1,0.7,0.331,1.9,1.6,0.819,6.5,0.9,0.6,2.3,0.6,1.7,-1.0,0.5870664739884393,0.5212765957446809,20.0,1.9,0.4,0.1,0.143,0.3,0.0,0.0,0.2,0.1,0.667,0.2,0.1,0.0,0.3,0.1,0.2,-1.3,0.20491803278688525,0.25,,,,,,,,,,,,,,,,,,,,,0.3408114848167982,2023-24
201152,Thaddeus Young,1610612756,PHX,33,13.3,3.3,2.0,0.602,0.2,0.0,0.143,0.5,0.2,0.4,4.2,1.7,0.5,3.1,1.4,1.7,-1.2,0.5965909090909091,0.6060606060606061,6.0,1.6,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.2,-1.8,0.5,0.6666666666666667,1.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,,,0.2751893939366391,2023-24
201565,Derrick Rose,1610612763,MEM,24,16.6,6.9,3.2,0.461,1.7,0.6,0.366,1.1,1.0,0.889,8.0,3.3,1.3,1.9,0.3,1.6,-1.4,0.5417118093174431,0.5072463768115941,1.0,2.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,-4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.8617300233935691,2023-24
201566,Russell Westbrook,1610612746,LAC,68,22.5,9.8,4.4,0.454,2.3,0.6,0.273,2.4,1.6,0.688,11.1,4.5,2.1,5.0,1.4,3.7,1.5,0.5112380250552688,0.47959183673469385,18.0,2.3,0.6,0.2,0.273,0.1,0.0,0.0,0.6,0.4,0.7,0.7,0.4,0.0,0.5,0.1,0.4,1.1,0.40509259259259256,0.33333333333333337,6.0,19.0,8.3,2.2,0.26,2.8,0.7,0.235,2.2,1.3,0.615,6.3,1.7,1.7,4.2,1.0,3.2,0.2,0.3398791540785498,0.3072289156626506,0.3962992277249843,2023-24
201567,Kevin Love,1610612748,MIA,55,16.8,6.5,2.9,0.44,4.4,1.5,0.344,2.0,1.5,0.787,8.8,2.1,0.9,6.1,1.1,5.1,2.0,0.5962059620596206,0.5615384615384615,10.0,1.5,0.4,0.2,0.5,0.3,0.1,0.333,0.0,0.0,0.0,0.5,0.0,0.1,0.4,0.1,0.3,-0.5,0.625,0.625,5.0,6.4,1.8,0.8,0.444,0.8,0.2,0.25,0.0,0.0,0.0,1.8,0.8,0.4,2.8,0.2,2.6,-6.8,0.5,0.5,0.5638548398295028,2023-24
201568,Danilo Gallinari,1610612749,MIL,49,12.8,3.9,1.7,0.437,1.9,0.6,0.323,2.0,1.7,0.857,5.7,1.1,0.5,2.2,0.4,1.8,-2.0,0.5962343096234309,0.5128205128205129,1.0,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,3.0,12.4,2.7,1.3,0.5,0.7,0.0,0.0,1.3,1.0,0.75,3.7,0.7,0.3,3.0,0.3,2.7,-2.0,0.565403422982885,0.48148148148148145,0.40771512206313204,2023-24
201569,Eric Gordon,1610612756,PHX,68,27.8,9.1,4.0,0.443,5.8,2.2,0.378,0.9,0.8,0.797,11.0,2.0,1.1,1.8,0.2,1.6,1.9,0.5791912384161753,0.5604395604395604,27.0,3.1,0.6,0.3,0.438,0.4,0.2,0.417,0.1,0.1,0.5,0.8,0.2,0.0,0.1,0.0,0.1,0.1,0.6211180124223603,0.6666666666666667,4.0,29.4,7.0,2.3,0.321,4.3,1.8,0.412,2.0,1.8,0.875,8.0,1.3,1.0,1.8,0.3,1.5,-6.5,0.5076142131979695,0.45714285714285713,0.5639717237351495,2023-24
