PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP_REG,MIN_REG,FGA_REG,FGM_REG,FG_PCT_REG,FG3A_REG,FG3M_REG,FG3_PCT_REG,FTA_REG,FTM_REG,FT_PCT_REG,PTS_REG,AST_REG,TOV_REG,REB_REG,OREB_REG,DREB_REG,PLUS_MINUS_REG,TS_PCT_REG,EFG_PCT_REG,GP_CLU,MIN_CLU,FGA_CLU,FGM_CLU,FG_PCT_CLU,FG3A_CLU,FG3M_CLU,FG3_PCT_CLU,FTA_CLU,FTM_CLU,FT_PCT_CLU,PTS_CLU,AST_CLU,TOV_CLU,REB_CLU,OREB_CLU,DREB_CLU,PLUS_MINUS_CLU,TS_PCT_CLU,EFG_PCT_CLU,GP_PO,MIN_PO,FGA_PO,FGM_PO,FG_PCT_PO,FG3A_PO,FG3M_PO,FG3_PCT_PO,FTA_PO,FTM_PO,FT_PCT_PO,PTS_PO,AST_PO,TOV_PO,REB_PO,OREB_PO,DREB_PO,PLUS_MINUS_PO,TS_PCT_PO,EFG_PCT_PO,CLUTCH_SCORE,CLUTCH_SCORE_STD,SEASON
1630284,Kevon Harris,1610612753,ORL,34.0,13.4,3.1,1.4,0.439,1.3,0.5,0.372,1.2,0.9,0.756,4.1,0.5,0.6,2.1,0.8,1.2,0.0,0.5650496141124586,0.532258064516129,7.0,1.4,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.19157567782139184,-7.908965199664592,2022-23
1630288,Jeff Dowtin Jr.,1610612761,TOR,25.0,10.3,2.3,1.0,0.439,0.6,0.2,0.313,0.4,0.2,0.667,2.4,1.2,0.2,0.9,0.2,0.7,-0.4,0.48465266558966075,0.47826086956521746,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.16155088852988692,-8.441340974872341,2022-23
1630322,Lindy Waters III,1610612760,OKC,41.0,12.9,4.3,1.7,0.393,4.0,1.4,0.358,0.5,0.4,0.8,5.2,0.7,0.2,1.8,0.4,1.4,3.3,0.5752212389380532,0.5581395348837209,6.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,0.19174041297935107,-7.906044246362604,2022-23
1630526,Jeremiah Robinson-Earl,1610612760,OKC,43.0,18.9,5.8,2.6,0.444,2.6,0.9,0.333,1.0,0.8,0.833,6.8,1.0,0.4,4.2,1.7,2.5,-0.2,0.5448717948717948,0.5258620689655173,11.0,2.4,0.5,0.2,0.333,0.3,0.2,0.667,0.0,0.0,0.0,0.5,0.3,0.1,0.6,0.1,0.5,0.7,0.5,0.6000000000000001,,,,,,,,,,,,,,,,,,,,,0.523577954610951,-2.0221638715837305,2022-23
1630527,Brandon Boston,1610612746,LAC,22.0,11.3,5.5,2.3,0.418,1.3,0.5,0.414,1.7,1.3,0.763,6.5,0.9,0.5,1.4,0.3,1.0,-2.0,0.5201664532650448,0.4636363636363636,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,,,0.1300416133162612,-9.000038478299434,2022-23
1630528,Josh Christopher,1610612745,HOU,64.0,12.3,5.1,2.4,0.465,1.4,0.3,0.236,0.9,0.7,0.75,5.8,1.1,0.9,1.1,0.3,0.8,-3.5,0.5276564774381368,0.5,4.0,1.7,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.8,0.8333333333333334,1.0,,,,,,,,,,,,,,,,,,,,,0.7373234009749575,1.7678010337606782,2022-23
1630529,Herbert Jones,1610612740,NOP,66.0,29.6,7.6,3.6,0.469,2.5,0.8,0.335,2.4,1.9,0.764,9.8,2.5,1.3,4.1,1.5,2.6,2.3,0.5660813308687617,0.5263157894736842,29.0,3.7,0.9,0.4,0.44,0.2,0.0,0.143,0.7,0.5,0.7,1.3,0.3,0.2,0.6,0.2,0.4,0.2,0.5380794701986755,0.4444444444444445,,,,,,,,,,,,,,,,,,,,,0.5592555290169706,-1.3895573894023254,2022-23
1630530,Trey Murphy III,1610612740,NOP,79.0,31.0,10.1,4.9,0.484,6.3,2.6,0.406,2.4,2.2,0.905,14.5,1.4,0.8,3.6,0.7,2.8,0.5,0.6498745069917534,0.6138613861386139,30.0,3.3,0.9,0.4,0.5,0.6,0.3,0.421,0.5,0.5,0.938,1.6,0.2,0.1,0.3,0.0,0.3,1.9,0.7142857142857143,0.6111111111111112,,,,,,,,,,,,,,,,,,,,,0.7017262029426206,1.1366197217555651,2022-23
1630532,Franz Wagner,1610612753,ORL,80.0,32.6,14.0,6.8,0.485,4.5,1.6,0.361,4.0,3.4,0.842,18.6,3.5,2.1,4.1,0.9,3.2,0.6,0.5901015228426396,0.5428571428571428,41.0,3.2,1.6,0.6,0.388,0.7,0.1,0.2,0.4,0.4,1.0,1.8,0.0,0.2,0.4,0.1,0.3,-1.2,0.5067567567567568,0.40625,,,,,,,,,,,,,,,,,,,,,0.5459669168798061,-1.62518053130926,2022-23
1630533,Ziaire Williams,1610612763,MEM,37.0,15.2,5.3,2.3,0.429,2.6,0.7,0.258,0.6,0.5,0.773,5.7,0.9,1.0,2.1,0.4,1.7,-2.1,0.5122214234363767,0.5,5.0,0.6,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,-1.0,0.0,0.0,4.0,3.0,1.8,0.5,0.286,0.8,0.3,0.333,0.0,0.0,0.0,1.3,0.5,0.5,0.5,0.0,0.5,-2.3,0.3611111111111111,0.3611111111111111,0.26969937769990004,-6.523737650484557,2022-23
1630534,Ochai Agbaji,1610612762,UTA,59.0,20.5,6.5,2.8,0.427,3.9,1.4,0.355,1.2,0.9,0.812,7.9,1.1,0.7,2.1,0.7,1.3,-0.3,0.5620375640295959,0.5384615384615384,20.0,2.5,1.1,0.5,0.476,0.5,0.2,0.4,0.3,0.3,1.0,1.5,0.1,0.1,0.2,0.1,0.1,2.5,0.6087662337662336,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,0.6101130874411611,-0.4877914576456508,2022-23
1630537,Chris Duarte,1610612754,IND,46.0,19.5,7.2,2.7,0.369,3.8,1.2,0.316,1.6,1.3,0.847,7.9,1.4,0.9,2.5,0.4,2.1,-2.5,0.49974696356275305,0.45833333333333337,6.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.1693600989649763,-8.302874242640604,2022-23
1630538,Bones Hyland,1610612746,LAC,56.0,19.4,10.2,4.1,0.399,5.6,2.1,0.371,1.8,1.5,0.843,11.8,3.1,1.5,2.4,0.4,2.1,-2.3,0.5367540029112082,0.5049019607843137,12.0,1.7,0.5,0.3,0.5,0.2,0.0,0.0,0.4,0.3,0.8,0.8,0.4,0.3,0.2,0.0,0.2,-1.1,0.591715976331361,0.6,5.0,16.5,8.8,3.0,0.341,4.0,1.0,0.25,2.0,1.6,0.8,8.6,0.8,0.8,0.8,0.2,0.6,3.2,0.44421487603305776,0.3977272727272727,0.5137070580626837,-2.19718678850945,2022-23
1630539,Kai Jones,1610612766,CHA,46.0,11.9,2.6,1.5,0.558,0.4,0.1,0.211,0.6,0.4,0.731,3.4,0.3,0.7,2.7,0.8,1.9,-0.7,0.5935754189944135,0.5961538461538461,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,0.19785847299813783,-7.797563653421667,2022-23
1630540,Miles McBride,1610612752,NYK,64.0,11.9,3.4,1.2,0.358,2.1,0.6,0.299,0.7,0.4,0.667,3.5,1.1,0.4,0.8,0.2,0.6,0.8,0.4719525350593312,0.4411764705882353,5.0,1.4,0.8,0.2,0.25,0.6,0.2,0.333,0.8,0.6,0.75,1.2,0.0,0.0,0.0,0.0,0.0,-0.8,0.5208333333333333,0.37500000000000006,8.0,2.5,0.5,0.1,0.25,0.4,0.1,0.333,0.0,0.0,0.0,0.4,0.1,0.0,0.3,0.0,0.3,-1.1,0.4,0.30000000000000004,0.47579927871211847,-2.8693374977859154,2022-23
1630541,Moses Moody,1610612744,GSW,63.0,13.0,3.6,1.7,0.476,2.1,0.8,0.363,0.8,0.6,0.698,4.8,0.8,0.5,1.7,0.4,1.2,-0.1,0.6072874493927125,0.5833333333333334,6.0,1.7,0.5,0.3,0.667,0.5,0.3,0.667,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.2,-2.3,1.0,0.8999999999999999,12.0,13.4,3.6,1.9,0.535,1.8,1.1,0.591,1.0,0.9,0.917,5.8,0.7,0.2,2.6,0.6,2.0,-1.2,0.7178217821782178,0.6805555555555556,0.8073476882062585,3.0094162150096455,2022-23
1630543,Isaiah Jackson,1610612754,IND,63.0,16.5,5.0,2.8,0.563,0.2,0.0,0.143,2.3,1.5,0.651,7.2,0.8,0.8,4.5,1.8,2.7,-2.0,0.5988023952095808,0.5599999999999999,7.0,1.6,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.1,1.0,1.4999999999999998,1.0,,,,,,,,,,,,,,,,,,,,,1.2016007984027934,10.000000000000002,2022-23
1630544,Tre Mann,1610612760,OKC,67.0,17.7,7.5,2.9,0.393,3.8,1.2,0.315,0.8,0.6,0.764,7.7,1.8,0.9,2.3,0.4,1.9,0.9,0.4903209373408049,0.4666666666666667,8.0,3.0,1.8,0.4,0.214,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.8,2.6,0.22222222222222224,0.22222222222222224,,,,,,,,,,,,,,,,,,,,,0.33558846059188313,-5.355444636276065,2022-23
1630547,James Bouknight,1610612766,CHA,34.0,15.2,5.7,2.0,0.358,3.2,1.0,0.303,0.9,0.6,0.667,5.6,1.2,0.9,2.1,0.2,1.9,-2.9,0.45931758530183725,0.43859649122807015,2.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,0.15310586176727908,-8.59108149846914,2022-23
1630548,Johnny Juzang,1610612762,UTA,18.0,12.9,5.8,1.9,0.337,3.5,0.8,0.238,0.2,0.1,0.5,4.8,0.4,0.2,2.2,0.4,1.7,-4.8,0.4076086956521739,0.396551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4076086956521739,-4.078438889504185,2022-23
1630549,Day'Ron Sharpe,1610612751,BKN,48.0,11.5,3.6,1.9,0.544,0.2,0.1,0.545,1.1,0.7,0.636,4.7,0.8,0.9,4.2,2.1,2.1,-2.1,0.5754162585700293,0.5416666666666666,8.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,2.0,9.8,1.5,1.0,0.667,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.5,1.0,3.0,1.0,2.0,-4.5,0.7731958762886598,0.6666666666666666,0.48527842568300766,-2.7012607739847887,2022-23
1630550,JT Thor,1610612766,CHA,69.0,14.0,3.4,1.4,0.399,1.8,0.6,0.317,0.7,0.5,0.702,3.8,0.5,0.6,2.2,0.5,1.7,-2.4,0.5124056094929882,0.5,5.0,1.6,0.4,0.0,0.0,0.4,0.0,0.0,0.8,0.2,0.25,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.13297872340425532,0.0,,,,,,,,,,,,,,,,,,,,,0.27121905797939233,-6.4967918838046375,2022-23
1630552,Jalen Johnson,1610612737,ATL,70.0,14.9,4.6,2.3,0.491,1.5,0.4,0.288,1.1,0.7,0.628,5.6,1.2,0.6,4.0,0.7,3.3,-0.1,0.5507474429583006,0.5434782608695653,12.0,0.8,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.2,0.1,-1.4,0.0,0.0,6.0,9.3,4.0,1.7,0.417,1.8,0.7,0.364,0.3,0.3,1.0,4.3,1.3,0.8,2.5,0.3,2.2,-0.5,0.5203291384317522,0.5125,0.3584775488379432,-4.94959345842142,2022-23
1630553,Keon Johnson,1610612757,POR,40.0,10.4,4.5,1.7,0.376,2.0,0.7,0.346,1.0,0.7,0.659,4.7,1.5,1.1,1.1,0.3,0.8,-3.8,0.4757085020242915,0.4555555555555555,5.0,2.0,0.8,0.2,0.25,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.2,-2.4,0.25,0.25,,,,,,,,,,,,,,,,,,,,,0.3430139451152577,-5.223781827886494,2022-23
1630556,Kessler Edwards,1610612758,SAC,36.0,10.7,2.6,1.0,0.387,1.5,0.5,0.309,0.4,0.3,0.733,2.8,0.6,0.4,1.7,0.6,1.1,0.1,0.5043227665706052,0.4807692307692307,8.0,1.5,0.4,0.1,0.333,0.3,0.1,0.5,0.3,0.1,0.5,0.5,0.3,0.1,0.1,0.0,0.1,-1.1,0.4699248120300752,0.37500000000000006,6.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.8,,,0.25608001381715745,-6.76522542029092,2022-23
1630557,Corey Kispert,1610612764,WAS,74.0,28.3,7.9,3.9,0.497,5.2,2.2,0.424,1.2,1.0,0.852,11.1,1.2,0.7,2.8,0.4,2.4,-1.7,0.6585192216421452,0.6329113924050632,28.0,2.9,0.3,0.0,0.0,0.3,0.0,0.0,0.1,0.1,1.0,0.1,0.1,0.0,0.3,0.1,0.2,-1.1,0.14534883720930233,0.0,,,,,,,,,,,,,,,,,,,,,0.32020310037419963,-5.62824565390243,2022-23
1630558,Davion Mitchell,1610612758,SAC,80.0,18.1,5.0,2.3,0.454,2.5,0.8,0.32,0.4,0.3,0.806,5.6,2.3,0.8,1.3,0.2,1.1,0.0,0.5409582689335394,0.5399999999999999,31.0,1.5,0.4,0.2,0.636,0.2,0.1,0.333,0.0,0.0,0.0,0.5,0.1,0.0,0.1,0.0,0.1,-0.6,0.625,0.625,7.0,20.0,6.6,2.7,0.413,3.9,1.0,0.259,0.9,0.7,0.833,7.1,1.7,0.9,1.3,0.4,0.9,-3.3,0.5074328187535735,0.4848484848484849,0.5602094541974433,-1.3726431438929332,2022-23
1630559,Austin Reaves,1610612747,LAL,64.0,28.8,7.7,4.0,0.529,3.4,1.3,0.398,4.1,3.6,0.864,13.0,3.4,1.5,3.0,0.5,2.5,3.3,0.6839225589225589,0.6038961038961039,28.0,3.2,0.5,0.3,0.692,0.2,0.1,0.5,0.8,0.6,0.81,1.4,0.3,0.1,0.1,0.0,0.1,1.0,0.8215962441314553,0.7,16.0,36.2,12.1,5.6,0.464,5.5,2.4,0.443,3.6,3.2,0.895,16.9,4.6,1.6,4.4,1.3,3.2,4.6,0.617509500146156,0.5619834710743802,0.7031007644299861,1.1609923569904783,2022-23
1630560,Cam Thomas,1610612751,BKN,57.0,16.6,8.0,3.5,0.441,2.3,0.9,0.383,3.1,2.6,0.868,10.6,1.4,1.1,1.7,0.1,1.5,-0.1,0.5659974369927381,0.49375,11.0,2.7,1.8,1.1,0.6,0.3,0.1,0.333,1.7,1.5,0.842,3.7,0.0,0.2,0.5,0.1,0.4,-0.3,0.7260596546310832,0.638888888888889,2.0,7.8,3.5,1.5,0.429,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,0.5,0.5,0.0,0.5,-6.5,0.42857142857142855,0.42857142857142855,0.5731385053253859,-1.1433954529229062,2022-23
1630563,Joshua Primo,1610612759,SAS,4.0,23.3,6.5,2.3,0.346,3.0,0.8,0.25,2.3,1.8,0.778,7.0,4.5,2.8,3.3,0.5,2.8,-0.5,0.46592119275825344,0.41538461538461535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46592119275825344,-3.04448789155556,2022-23
1630564,RaiQuan Gray,1610612751,BKN,1.0,35.1,12.0,6.0,0.5,5.0,2.0,0.4,2.0,2.0,1.0,16.0,7.0,4.0,9.0,3.0,6.0,-14.0,0.6211180124223602,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6211180124223602,-0.2926608470329519,2022-23
1630567,Scottie Barnes,1610612761,TOR,77.0,34.8,13.2,6.0,0.456,2.9,0.8,0.281,3.2,2.5,0.772,15.3,4.8,2.0,6.6,2.3,4.3,2.3,0.5236856516977,0.4848484848484849,39.0,3.4,1.1,0.6,0.545,0.2,0.1,0.333,0.4,0.4,0.938,1.7,0.4,0.2,0.5,0.3,0.3,-0.1,0.6661442006269592,0.5909090909090908,,,,,,,,,,,,,,,,,,,,,0.6269913509832415,-0.18851946109185214,2022-23
1630570,Trendon Watford,1610612757,POR,62.0,19.1,5.2,2.9,0.56,1.0,0.4,0.391,1.6,1.2,0.72,7.4,2.1,1.1,3.8,0.7,3.2,-2.9,0.6266937669376694,0.5961538461538461,8.0,2.2,0.6,0.5,0.8,0.1,0.1,1.0,0.0,0.0,0.0,1.1,0.3,0.1,0.9,0.3,0.6,1.6,0.9166666666666667,0.9166666666666667,,,,,,,,,,,,,,,,,,,,,0.8315474949599102,3.4385080149643663,2022-23
1630572,Sandro Mamukelashvili,1610612759,SAS,43.0,15.3,5.3,2.3,0.422,2.3,0.7,0.303,1.3,0.9,0.684,6.1,1.4,0.8,4.3,1.6,2.7,-2.7,0.5194141689373297,0.5,3.0,2.8,1.3,0.7,0.5,1.0,0.7,0.667,0.0,0.0,0.0,2.0,0.0,0.0,0.3,0.3,0.0,-2.7,0.7692307692307692,0.8076923076923075,,,,,,,,,,,,,,,,,,,,,0.7104868710151205,1.291956946978143,2022-23
1630573,Sam Hauser,1610612738,BOS,80.0,16.1,5.0,2.3,0.455,4.2,1.8,0.418,0.2,0.2,0.706,6.4,0.9,0.4,2.6,0.4,2.1,2.7,0.6289308176100629,0.6399999999999999,7.0,1.5,0.6,0.1,0.25,0.4,0.1,0.333,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.1,0.3,-0.6,0.33333333333333337,0.25000000000000006,15.0,6.9,1.9,0.7,0.345,1.6,0.5,0.333,0.1,0.1,1.0,2.0,0.3,0.0,1.1,0.3,0.8,1.7,0.51440329218107,0.5,0.48513456013425654,-2.703811683911198,2022-23
1630577,Julian Champagnie,1610612759,SAS,17.0,18.8,7.6,3.5,0.454,4.8,1.9,0.402,1.0,0.8,0.824,9.7,0.6,0.6,3.5,0.6,2.9,-4.4,0.6032338308457712,0.5855263157894738,3.0,4.8,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,4.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.21028846992983463,-7.577164796061015,2022-23
1630578,Alperen Sengun,1610612745,HOU,75.0,28.9,10.7,5.9,0.553,0.8,0.3,0.333,3.8,2.7,0.715,14.8,3.9,2.6,9.0,3.2,5.8,-3.8,0.5981247979308115,0.5654205607476637,29.0,2.7,0.7,0.2,0.333,0.0,0.0,0.0,0.6,0.3,0.625,0.8,0.2,0.3,0.7,0.4,0.3,-0.4,0.4149377593360996,0.28571428571428575,,,,,,,,,,,,,,,,,,,,,0.4825421616084919,-2.7497780406240455,2022-23
1630579,Jericho Sims,1610612752,NYK,52.0,15.6,2.1,1.6,0.776,0.0,0.0,0.0,0.3,0.2,0.75,3.4,0.5,0.5,4.7,1.9,2.8,-2.2,0.7616487455197132,0.7619047619047619,9.0,3.3,0.4,0.4,1.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,0.0,0.1,0.9,0.4,0.4,-1.6,1.1261261261261262,1.0,,,,,,,,,,,,,,,,,,,,,1.0236812849625372,6.84527215252959,2022-23
1630581,Josh Giddey,1610612760,OKC,76.0,31.1,14.7,7.1,0.482,3.1,1.0,0.325,1.9,1.4,0.731,16.6,6.2,2.8,7.9,1.9,5.9,-1.4,0.5342430484037076,0.5170068027210885,36.0,3.2,1.4,0.6,0.392,0.4,0.1,0.143,0.3,0.2,0.667,1.3,0.3,0.2,1.2,0.4,0.8,-0.8,0.42428198433420367,0.46428571428571436,,,,,,,,,,,,,,,,,,,,,0.4704594818805333,-2.9640185445059117,2022-23
1630583,Santi Aldama,1610612763,MEM,77.0,21.8,6.8,3.2,0.47,3.5,1.2,0.353,1.9,1.4,0.75,9.0,1.3,0.8,4.8,1.1,3.7,1.2,0.5893137768465165,0.5588235294117647,14.0,2.1,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.667,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.26595744680851063,0.0,6.0,16.8,5.5,2.5,0.455,2.5,1.2,0.467,0.3,0.3,1.0,6.5,1.2,0.3,4.3,1.2,3.2,-6.3,0.5770596590909092,0.5636363636363636,0.47687186285778876,-2.8503192855186175,2022-23
1630586,Usman Garuba,1610612745,HOU,75.0,12.9,2.4,1.1,0.486,0.8,0.3,0.407,0.6,0.4,0.617,3.0,0.9,0.6,4.1,1.6,2.5,-3.4,0.5630630630630631,0.5208333333333334,6.0,2.6,0.3,0.3,1.0,0.2,0.2,1.0,0.3,0.0,0.0,0.8,0.0,0.2,0.8,0.3,0.5,-1.8,0.925925925925926,1.3333333333333335,,,,,,,,,,,,,,,,,,,,,0.8174716382997633,3.1889260769063004,2022-23
1630587,Isaiah Livers,1610612765,DET,52.0,23.1,5.5,2.3,0.417,3.9,1.4,0.365,0.8,0.6,0.821,6.7,0.8,0.6,2.8,0.5,2.2,-3.9,0.5724538619275461,0.5454545454545454,19.0,2.4,0.6,0.1,0.182,0.3,0.1,0.167,0.0,0.0,0.0,0.3,0.0,0.1,0.4,0.0,0.4,-1.8,0.25,0.25000000000000006,,,,,,,,,,,,,,,,,,,,,0.3683937115496228,-4.773767917750257,2022-23
1630591,Jalen Suggs,1610612753,ORL,53.0,23.5,8.4,3.5,0.419,3.8,1.2,0.327,2.2,1.6,0.723,9.9,2.9,1.8,3.0,1.0,2.0,-0.8,0.5283945345858241,0.488095238095238,16.0,3.2,1.2,0.4,0.368,0.8,0.3,0.385,0.6,0.6,0.9,1.8,0.3,0.3,0.3,0.1,0.1,-2.8,0.6147540983606558,0.45833333333333337,,,,,,,,,,,,,,,,,,,,,0.6002532913863922,-0.6626175494155291,2022-23
1630593,McKinley Wright IV,1610612742,DAL,27.0,12.4,3.6,1.7,0.469,1.0,0.3,0.321,0.7,0.5,0.684,4.2,2.1,0.7,1.7,0.3,1.4,-4.1,0.5373592630501536,0.5138888888888888,1.0,3.4,5.0,3.0,0.6,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.6,0.6,,,,,,,,,,,,,,,,,,,,,0.6791197543500511,0.7357800863024551,2022-23
1630595,Cade Cunningham,1610612765,DET,12.0,33.3,18.7,7.8,0.415,5.1,1.4,0.279,3.6,3.0,0.837,19.9,6.0,3.3,6.2,1.0,5.2,-5.0,0.49053441135870635,0.4545454545454546,4.0,4.2,3.3,0.5,0.154,0.5,0.0,0.0,0.8,0.8,1.0,1.8,1.3,0.0,1.0,0.0,1.0,1.8,0.24644030668127057,0.15151515151515152,,,,,,,,,,,,,,,,,,,,,0.3454520670630015,-5.180550981222454,2022-23
1630596,Evan Mobley,1610612739,CLE,79.0,34.4,12.0,6.6,0.554,1.3,0.3,0.216,3.8,2.6,0.674,16.2,2.8,1.8,9.0,2.4,6.6,4.3,0.5924517261556466,0.5625,43.0,3.4,0.7,0.5,0.656,0.1,0.0,0.4,0.4,0.2,0.471,1.2,0.1,0.1,0.8,0.3,0.5,0.1,0.684931506849315,0.7142857142857143,5.0,37.5,9.6,4.4,0.458,0.2,0.0,0.0,1.6,1.0,0.625,9.8,2.0,2.4,10.0,3.0,7.0,-0.8,0.47554347826086957,0.45833333333333337,0.5706575291056614,-1.1873861575844558,2022-23
1630598,Aaron Wiggins,1610612760,OKC,70.0,18.5,5.2,2.7,0.512,1.7,0.7,0.393,1.0,0.8,0.831,6.8,1.1,0.8,3.0,1.0,2.0,0.1,0.602836879432624,0.5865384615384616,21.0,1.6,0.1,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.1,0.1,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,0.5362020367335818,-1.7983236493902854,2022-23
1630613,Duane Washington Jr.,1610612752,NYK,31.0,12.7,8.3,3.0,0.367,3.6,1.3,0.36,0.8,0.5,0.667,7.9,2.0,1.1,1.2,0.1,1.1,-0.2,0.4565418400369856,0.4397590361445783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4565418400369856,-3.210795142788948,2022-23
1630631,Jose Alvarado,1610612740,NOP,61.0,21.5,8.0,3.3,0.411,4.0,1.4,0.336,1.3,1.1,0.813,9.0,3.0,1.3,2.3,0.5,1.9,1.7,0.5249650023331779,0.5,13.0,2.9,0.7,0.3,0.444,0.3,0.2,0.5,0.0,0.0,0.0,0.8,0.2,0.2,0.1,0.0,0.1,0.8,0.5714285714285715,0.5714285714285715,,,,,,,,,,,,,,,,,,,,,0.5646907150623465,-1.29318497671985,2022-23
1630643,Jay Huff,1610612764,WAS,7.0,13.6,3.6,2.1,0.6,1.7,0.9,0.5,2.3,2.1,0.938,7.3,1.4,0.7,3.0,0.9,2.1,-1.0,0.7914137033824804,0.7083333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7914137033824804,2.726887420540887,2022-23
1630644,Mac McClung,1610612755,PHI,2.0,20.5,10.0,4.5,0.45,5.5,2.0,0.364,2.5,1.5,0.6,12.5,4.5,1.5,5.0,1.5,3.5,9.0,0.5630630630630631,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5630630630630631,-1.3220452123895843,2022-23
1630647,Eugene Omoruyi,1610612765,DET,40.0,16.1,5.7,2.5,0.443,2.2,0.6,0.281,1.9,1.3,0.68,7.0,0.7,0.9,2.8,1.1,1.7,-1.0,0.5354957160342717,0.49122807017543857,5.0,3.0,0.4,0.2,0.5,0.2,0.0,0.0,0.4,0.2,0.5,0.6,0.2,0.0,0.6,0.2,0.4,-2.2,0.5208333333333333,0.5,,,,,,,,,,,,,,,,,,,,,0.5327383380920641,-1.8597392094283958,2022-23
1630688,Ish Wainright,1610612756,PHX,60.0,15.3,3.8,1.4,0.37,2.9,1.0,0.329,0.5,0.4,0.839,4.2,0.9,0.4,2.3,0.8,1.6,1.5,0.5223880597014926,0.5,11.0,1.3,0.5,0.2,0.4,0.4,0.2,0.5,0.0,0.0,0.0,0.5,0.1,0.0,0.1,0.0,0.1,-0.6,0.5,0.6000000000000001,6.0,3.5,0.7,0.2,0.25,0.7,0.2,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.2,-1.2,0.35714285714285715,0.42857142857142866,0.44546066658839023,-3.407277730814192,2022-23
